date,AT,BE,BG,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK
2016-06-05,0,0,0,0,0,0,0,0,143.77774276392375,0,288.23330140677797,44.895738884953616,71.06902994198265,0,0,0,57.558827581850394,0,0,0,0,0,0,93.6182454419312,0,0,0,0
2016-06-12,0,0,0,0,0,0,0,0,128.20586941459004,0,147.0202515213641,12.62356725441532,0,0,0,0,14.25717016250026,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,0,0,0,0,0,0,0,0,113.86981178082098,0,203.74413371243008,17.412387375663318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,0,0,0,0,0,0,0,0,134.99525815022602,0,202.88426164980785,14.440699884494224,0,0,0,0,28.02844336574653,0,0,0,0,0,0,195.84065267471945,0,89.75215992854994,0,0
2016-07-03,0,0,0,0,0,0,0,0,135.65184670364908,0,206.229269035967,0,0,0,0,0,0,0,0,0,0,0,0,209.94045452390375,0,0,0,0
2016-07-10,0,0,0,0,0,0,0,0,128.0345903975924,0,228.93594745817444,12.674527851285989,0,0,0,0,0,0,0,0,0,0,0,270.90926973238777,0,0,0,0
2016-07-17,0,0,0,0,0,0,0,0,171.82694296401172,0,363.61949782115977,17.126054398193745,0,0,0,0,28.45553294591058,0,0,0,0,0,0,232.15802609420513,0,0,0,0
2016-07-24,0,0,0,0,0,9.286837676532947,0,0,164.83625731463542,0,461.32098693286366,15.126349027055197,0,0,0,0,0,0,1334.2726066946448,0,0,0,0,207.99930398337284,0,0,0,193.82283616112863
2016-07-31,0,0,0,0,0,10.628543618360174,0,0,189.48921124229577,0,318.6826861888219,21.236775524104672,0,0,0,0,18.97075095514089,0,0,0,0,0,0,210.5844580939514,0,0,0,0
2016-08-07,0,0,0,0,0,0,0,0,183.36023887593825,0,382.1416524849253,11.791862065891028,0,0,0,0,31.24699394394715,0,0,0,0,0,0,150.6095117711631,0,0,0,0
2016-08-14,0,0,0,0,0,0,0,0,250.597310919627,0,374.9957609033776,20.878479670729767,0,0,0,0,59.12803625850345,0,0,0,0,0,0,201.3929518917716,0,0,0,0
2016-08-21,0,0,0,0,0,0,0,0,267.6936854519284,0,476.7069578124138,17.709555056183977,0,0,0,0,23.62853305859954,0,0,0,0,0,0,335.33860013541033,0,0,0,0
2016-08-28,0,0,0,0,0,0,0,0,256.5928444431408,0,390.370075868365,18.844476382125848,0,0,0,0,27.976300097629387,0,0,0,0,0,0,329.5229192558871,0,0,0,0
2016-09-04,0,0,0,0,0,16.159225420125818,0,0,293.550395899003,0,398.4818548424427,12.97130438704704,0,570.3771188068565,0,0,0,0,0,0,0,0,0,359.23413593843264,0,0,0,0
2016-09-11,0,0,0,0,0,12.029979735595449,0,0,210.3447937841415,0,326.6651684551545,16.398846841332887,0,434.0495819207604,0,0,0,0,0,0,0,31.087400475915913,0,332.2682436355992,0,52.33267485063662,0,0
