date,AT,BE,BG,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK
2016-09-18,0,0,0,0,0,0,0,0,228.854946760093,0,336.1968655659082,234.7406102047472,0,0,0,0,13.57265265567523,0,0,0,0,0,0,275.29398152444867,0,0,0,0
2016-09-25,0,0,0,0,0,0,0,0,198.17446295983635,0,268.7011997563184,62.84712662995973,0,0,0,0,19.135496481241027,0,0,0,0,0,0,284.0850975375912,0,0,0,0
2016-10-02,0,0,0,0,0,0,0,0,175.95256209798134,0,231.30872821896287,171.01911815422068,0,0,0,0,0,0,0,0,0,0,0,237.03412606960788,0,0,0,0
2016-10-09,0,0,0,0,0,0,0,0,200.22710665907945,0,205.41112743825175,44.2295833063793,0,0,0,0,0,0,0,0,0,0,0,502.05900309863455,0,0,0,0
2016-10-16,0,0,0,0,0,0,0,0,154.24047722713507,0,211.61376762179063,29.327442842563304,0,0,0,0,0,0,0,0,0,0,0,233.1352634836393,0,0,0,0
2016-10-23,0,0,0,0,0,0,0,0,142.035500748109,0,202.8131622971982,43.80427977628363,0,0,0,0,0,0,0,0,0,0,0,276.7813659058397,0,0,0,0
2016-10-30,0,0,0,0,0,0,0,0,129.72225252216367,0,303.0264070836514,15.244853903673404,0,0,0,0,0,0,0,0,0,0,0,459.2101294898131,0,0,0,0
2016-11-06,0,0,0,0,0,0,0,0,117.24710426478828,0,237.09489334325937,0,0,0,0,0,0,0,0,0,0,0,0,197.2950135900599,0,0,0,0
2016-11-13,0,0,0,0,0,0,0,0,119.82683020723547,0,266.5230712054714,0,0,0,0,0,0,0,0,0,0,0,0,206.03931470390293,0,0,0,0
2016-11-20,0,162.3701631975857,0,0,0,0,0,0,82.18139195803495,0,246.6507445318489,0,0,0,0,0,0,0,0,0,0,0,0,93.73669398920563,0,0,0,0
2016-11-27,0,0,0,0,0,0,0,0,81.75201877301542,0,189.9570147229989,0,0,0,0,0,15.20584666216615,0,0,0,0,0,0,0,0,0,0,0
2016-12-04,0,0,0,0,0,0,0,0,84.49235497919238,0,132.4541218289304,0,0,0,0,0,82.16301531513533,0,0,0,0,0,0,0,0,0,0,0
2016-12-11,0,0,0,0,0,0,0,0,71.97914879567215,0,112.65255954275187,0,0,0,0,0,0,0,0,0,0,0,0,96.80230760275695,0,0,0,0
2016-12-18,0,0,0,0,0,0,0,0,53.10553541700705,0,97.04312239973656,0,0,0,129.49121745159314,0,15.510557117834692,0,0,0,0,0,0,123.76859295918987,0,0,0,0
2016-12-25,0,0,0,0,0,0,0,0,77.23545413475934,0,96.94417469255778,0,0,0,0,0,15.722575000551254,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,0,0,0,0,0,0,0,0,63.24814843883979,0,77.95702623093683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-08,0,0,0,0,0,0,0,0,42.23501558816779,0,70.74683724754574,0,0,0,0,0,0,0,0,0,0,0,0,114.05062592949427,0,0,0,0
